source,target,string_score
RAC1,ABL2,0.65
RAC1,DLG4,0.65
RAC1,DOCK4,0.657
RAC1,SRGAP3,0.683
RAC1,DOCK8,0.724
RAC1,ITSN1,0.741
RAC1,CTNNB1,0.768
RAC1,PLXNA4,0.773
RAC1,PLXNA3,0.793
RAC1,IQGAP3,0.811
RAC1,ARHGEF2,0.823
RAC1,ACTB,0.823
RAC1,CYFIP2,0.871
RAC1,WASF1,0.906
RAC1,DOCK1,0.975
RAC1,NCKAP1,0.99
RAC1,PREX1,0.993
RAC1,CYFIP1,0.993
MYH9,EXOC6,0.404
MYH9,DYNC1H1,0.406
MYH9,ADRB2,0.407
MYH9,CSNK2A1,0.408
MYH9,EXOC3,0.411
MYH9,PIK3CG,0.413
MYH9,YWHAZ,0.415
MYH9,CTNNB1,0.417
MYH9,TRPC6,0.44
MYH9,EXOC5,0.449
MYH9,MYO5C,0.464
MYH9,TRPM7,0.467
MYH9,USP45,0.475
MYH9,HUWE1,0.481
MYH9,NCL,0.485
MYH9,PRKDC,0.487
MYH9,PRPF8,0.488
MYH9,HNRNPK,0.488
MYH9,MYO1E,0.491
MYH9,SCN2A,0.501
MYH9,SCN9A,0.508
MYH9,USH2A,0.509
MYH9,SCN3A,0.518
MYH9,CASK,0.523
MYH9,BRD4,0.529
MYH9,PAK2,0.537
MYH9,PCDH15,0.537
MYH9,PAK1,0.54
MYH9,HNRNPU,0.57
MYH9,MYO9B,0.589
MYH9,CLTC,0.622
MYH9,CAPZA2,0.623
MYH9,ACE,0.659
MYH9,AHNAK,0.669
MYH9,SPTBN1,0.671
MYH9,MYO5A,0.683
MYH9,MYH4,0.759
MYH9,MYLK,0.77
MYH9,SPTAN1,0.848
MYH9,MYO7A,0.849
MYH9,FLNA,0.861
MYH9,ACTN4,0.926
MYH9,ACTB,0.991
ITSN1,YTHDC2,0.485
ITSN1,TRIM23,0.535
ITSN1,SNAP25,0.933
ITSN1,ARF3,0.556
ITSN1,CEP135,0.417
ITSN1,SYT1,0.685
ITSN1,RHEB,0.546
ITSN1,RAB2A,0.564
ITSN1,SYP,0.54
ITSN1,EPHA1,0.483
ITSN1,NIPBL,0.631
ITSN1,SYN1,0.708
ITSN1,ADRB2,0.532
ITSN1,MADD,0.533
ITSN1,RIT2,0.535
ITSN1,DYRK1A,0.455
ITSN1,DPYSL3,0.503
ITSN1,WNK3,0.608
ITSN1,DMD,0.475
ITSN1,PREX1,0.463
ITSN1,DNM1,0.979
ITSN1,DHX30,0.485
ITSN1,GRIP1,0.529
ITSN1,LDLR,0.531
ITSN1,LRP2,0.531
ITSN1,CSDE1,0.535
ITSN1,DISC1,0.542
ITSN1,HRAS,0.567
ITSN1,ACTB,0.608
ITSN1,DENND2B,0.614
ITSN1,SYN2,0.64
ITSN1,VAMP2,0.799
ITSN1,CLTCL1,0.825
ITSN1,CLTC,0.912
ITSN1,AP2M1,0.927
ITSN1,AP2S1,0.93
ITSN1,EPHB2,0.939
ITSN1,SYNJ1,0.961
VAMP2,LIN7B,0.568
VAMP2,STX1A,0.999
VAMP2,LRP1,0.437
VAMP2,GFAP,0.431
VAMP2,PPFIA1,0.668
VAMP2,SNAP25,0.999
VAMP2,MYH4,0.484
VAMP2,EXOC6,0.663
VAMP2,SYT1,0.999
VAMP2,SLC6A4,0.427
VAMP2,SYP,0.999
VAMP2,NRXN2,0.598
VAMP2,CACNA1C,0.716
VAMP2,ST8SIA2,0.627
VAMP2,CACNA1D,0.681
VAMP2,SYN1,0.969
VAMP2,BSN,0.709
VAMP2,GRIA2,0.497
VAMP2,ADRB2,0.537
VAMP2,ITPR1,0.593
VAMP2,CACNB2,0.436
VAMP2,STXBP5,0.9
VAMP2,GRIN2A,0.401
VAMP2,PCLO,0.603
VAMP2,PPFIA3,0.698
VAMP2,TSPOAP1,0.541
VAMP2,VCP,0.485
VAMP2,DNAJC5,0.949
VAMP2,DMD,0.42
VAMP2,OCRL,0.739
VAMP2,CACNA1B,0.576
VAMP2,KCNB1,0.628
VAMP2,DNM1,0.61
VAMP2,STXBP1,0.988
VAMP2,SNX5,0.51
VAMP2,CADPS,0.449
VAMP2,RPH3A,0.503
VAMP2,MYO5A,0.66
VAMP2,NRXN1,0.587
VAMP2,AP2M1,0.745
VAMP2,SYNJ1,0.665
VAMP2,GRIN2B,0.401
VAMP2,ACTB,0.417
VAMP2,GNAI1,0.434
VAMP2,LDLR,0.499
VAMP2,LRP2,0.509
VAMP2,AP1S2,0.52
VAMP2,RIMS2,0.522
VAMP2,CASK,0.525
VAMP2,GRIA1,0.527
VAMP2,CACNA1A,0.571
VAMP2,AP2S1,0.583
VAMP2,DLG4,0.618
VAMP2,EXOC5,0.685
VAMP2,CLTC,0.728
VAMP2,CLTCL1,0.728
VAMP2,RIMS1,0.773
VAMP2,UNC13A,0.779
VAMP2,EXOC3,0.796
VAMP2,SYN2,0.837
BRAF,PPP5C,0.979
BRAF,TRAP1,0.508
BRAF,PXDN,0.529
BRAF,H3-3B,0.573
BRAF,MKRN1,0.575
BRAF,RHEB,0.452
BRAF,KMT2C,0.535
BRAF,CREBBP,0.465
BRAF,SYP,0.443
BRAF,EP300,0.634
BRAF,BRD4,0.441
BRAF,SLC9A1,0.5
BRAF,YWHAE,0.994
BRAF,CUL3,0.408
BRAF,RAPGEF2,0.421
BRAF,DNMT3A,0.486
BRAF,CDH2,0.468
BRAF,RICTOR,0.658
BRAF,TSC1,0.484
BRAF,KMT2D,0.52
BRAF,YWHAG,0.993
BRAF,PPM1D,0.427
BRAF,PPP2R1B,0.437
BRAF,KMT2E,0.41
BRAF,NCL,0.41
BRAF,ARID1A,0.702
BRAF,RIT2,0.801
BRAF,PPP2R1A,0.627
BRAF,PTCH1,0.638
BRAF,ARID2,0.574
BRAF,PDCD1,0.696
BRAF,JARID2,0.424
BRAF,SMAD4,0.756
BRAF,SMARCA4,0.499
BRAF,SND1,0.641
BRAF,AKAP9,0.851
BRAF,TRIM33,0.56
BRAF,CACNA1G,0.507
BRAF,MACF1,0.489
BRAF,PRKN,0.418
BRAF,KDM5B,0.422
BRAF,PTGS2,0.428
BRAF,DPYD,0.422
BRAF,GNAS,0.761
BRAF,POLR3A,0.49
BRAF,GRIK3,0.401
BRAF,ATRX,0.65
BRAF,AR,0.683
BRAF,SPRY2,0.97
BRAF,KDM6A,0.504
BRAF,CNKSR2,0.773
BRAF,RPS6KA3,0.591
BRAF,BRCA2,0.721
BRAF,MLANA,0.449
BRAF,IGF1,0.486
BRAF,CAMK2B,0.414
BRAF,YWHAZ,0.999
BRAF,HLA-A,0.603
BRAF,SETD2,0.541
BRAF,KSR2,0.823
BRAF,FGFR1,0.402
BRAF,FGF13,0.556
BRAF,PHF21A,0.526
BRAF,RUNX1T1,0.434
BRAF,HRAS,0.999
BRAF,PRKCA,0.937
BRAF,PTPRC,0.413
BRAF,PPP2R5C,0.504
BRAF,PPP2R5D,0.46
BRAF,SYNGAP1,0.402
BRAF,EIF4E,0.404
BRAF,BCORL1,0.405
BRAF,APBA2,0.405
BRAF,SETBP1,0.416
BRAF,CAMK2A,0.417
BRAF,CAMK2D,0.421
BRAF,ARID1B,0.432
BRAF,LZTR1,0.477
BRAF,RPS6KA2,0.478
BRAF,TET2,0.514
BRAF,FGA,0.534
BRAF,CSDE1,0.541
BRAF,PHB,0.568
BRAF,PIK3CG,0.569
BRAF,ACTB,0.576
BRAF,ITGB3,0.58
BRAF,KMT2A,0.598
BRAF,NOTCH1,0.668
BRAF,NTRK1,0.675
BRAF,CTNNB1,0.795
BRAF,PTPN11,0.862
BRAF,PRKCB,0.909
MYO5A,ARF3,0.696
MYO5A,EXOC6,0.861
MYO5A,TAOK1,0.507
MYO5A,MYO5C,0.461
MYO5A,MYO1E,0.4
MYO5A,GRIA2,0.43
MYO5A,DLGAP1,0.45
MYO5A,STXBP5,0.466
MYO5A,NEO1,0.413
MYO5A,CAPZA2,0.545
MYO5A,RAB39B,0.608
MYO5A,FMR1,0.828
MYO5A,SCP2,0.458
MYO5A,RPH3A,0.851
MYO5A,KIF1A,0.409
MYO5A,MECP2,0.41
MYO5A,DLG4,0.441
MYO5A,PPP1R9B,0.447
MYO5A,CSDE1,0.496
MYO5A,KIF5C,0.501
MYO5A,EXOC6B,0.502
MYO5A,MYO9B,0.621
MYO5A,EXOC5,0.746
MYO5A,ACTB,0.811
MYO5A,EXOC3,0.869
MYO5A,GRIA1,0.881
ARF3,RAB2A,0.4
ARF3,CACNA1C,0.408
ARF3,PHB,0.408
ARF3,CMIP,0.423
ARF3,FLNA,0.431
ARF3,RHEB,0.47
ARF3,RPH3A,0.478
ARF3,KIF13B,0.504
ARF3,KIF1A,0.521
ARF3,HERC1,0.527
ARF3,EXOC3,0.538
ARF3,CAPZA2,0.553
ARF3,DYNC1H1,0.586
ARF3,PLXNB1,0.612
ARF3,CLTCL1,0.645
EXOC6B,SNAP25,0.436
EXOC6B,EXOC6,0.827
EXOC6B,MYO5C,0.443
EXOC6B,IL1R2,0.62
EXOC6B,STXBP1,0.473
EXOC6B,EXOC3,0.989
EXOC6B,EXOC5,0.997
CNKSR2,MAGEC3,0.682
CNKSR2,DLGAP1,0.402
CNKSR2,GRIN2A,0.431
CNKSR2,OPHN1,0.415
CNKSR2,ATRX,0.503
CNKSR2,KDM5C,0.514
CNKSR2,DLG2,0.418
CNKSR2,KDM6A,0.467
CNKSR2,ITGB3,0.4
CNKSR2,FGA,0.4
CNKSR2,SHANK3,0.409
CNKSR2,IQSEC2,0.415
CNKSR2,SRGAP3,0.448
CNKSR2,DDX3X,0.469
CNKSR2,SYNGAP1,0.473
CNKSR2,FRMPD4,0.528
CNKSR2,DLG4,0.602
CNKSR2,KSR2,0.633
CNKSR2,HRAS,0.705
HRAS,RANBP9,0.518
HRAS,PPP5C,0.426
HRAS,PIK3R2,0.93
HRAS,PXDN,0.425
HRAS,H3-3B,0.401
HRAS,SLC7A5,0.508
HRAS,RHEB,0.554
HRAS,EP300,0.595
HRAS,CUL3,0.512
HRAS,RAPGEF2,0.958
HRAS,DNMT3A,0.432
HRAS,NTRK2,0.656
HRAS,PAK1,0.584
HRAS,RICTOR,0.526
HRAS,KMT2D,0.447
HRAS,GNB2,0.712
HRAS,PPP2R1B,0.441
HRAS,PAK2,0.559
HRAS,ARID1A,0.494
HRAS,PPP2R1A,0.597
HRAS,PTCH1,0.548
HRAS,ARID2,0.41
HRAS,SMAD4,0.714
HRAS,MAP4K4,0.406
HRAS,DLG1,0.662
HRAS,SND1,0.505
HRAS,MINK1,0.465
HRAS,AKAP9,0.543
HRAS,SPTBN1,0.573
HRAS,NTRK3,0.783
HRAS,PTGS2,0.591
HRAS,BTRC,0.592
HRAS,GNAS,0.812
HRAS,GRIN1,0.551
HRAS,ATRX,0.459
HRAS,DLG3,0.614
HRAS,DLG2,0.571
HRAS,SPRY2,0.442
HRAS,KDM6A,0.448
HRAS,RPS6KA3,0.934
HRAS,TEK,0.599
HRAS,BRCA2,0.48
HRAS,PPP3CA,0.473
HRAS,CAMK2B,0.541
HRAS,MARK2,0.476
HRAS,KSR2,0.608
HRAS,FGFR1,0.962
HRAS,FAT1,0.508
HRAS,MAPK8IP3,0.433
HRAS,ABL2,0.435
HRAS,PPP2R5D,0.461
HRAS,ATP1A1,0.472
HRAS,PHB,0.498
HRAS,PPP2R5C,0.521
HRAS,CAMK2D,0.525
HRAS,FGA,0.526
HRAS,CAMK2A,0.53
HRAS,ZMYM2,0.533
HRAS,ACTB,0.534
HRAS,ERBIN,0.545
HRAS,NTRK1,0.569
HRAS,SHANK3,0.582
HRAS,GRIN2B,0.583
HRAS,SPTAN1,0.586
HRAS,DLG4,0.66
HRAS,ITGB3,0.661
HRAS,SYNGAP1,0.797
HRAS,NOTCH1,0.814
HRAS,LZTR1,0.861
HRAS,CTNNB1,0.865
HRAS,PRKCB,0.919
HRAS,GNAI1,0.923
HRAS,PTPN11,0.926
HRAS,RPS6KA2,0.926
HRAS,PRKCA,0.937
HRAS,PIK3CG,0.998
HRAS,RASSF5,0.999
EXOC6,SNAP25,0.73
EXOC6,STXBP5,0.495
EXOC6,STXBP1,0.498
EXOC6,MYO5C,0.498
EXOC6,IL1R2,0.516
EXOC6,PKD1,0.558
EXOC6,VPS54,0.7
EXOC6,EXOC5,0.999
EXOC6,EXOC3,0.999
PPP2R1B,CTTNBP2,0.994
PPP2R1B,PPP1R1B,0.417
PPP2R1B,CACNA1C,0.654
PPP2R1B,CACNA1D,0.654
PPP2R1B,WNT1,0.511
PPP2R1B,CACNG2,0.65
PPP2R1B,ITPR1,0.405
PPP2R1B,INTS6,0.994
PPP2R1B,ARID1A,0.418
PPP2R1B,MINK1,0.474
PPP2R1B,CCNG1,0.547
PPP2R1B,DVL3,0.547
PPP2R1B,PTPN11,0.562
PPP2R1B,CTNNB1,0.605
PPP2R1B,BTRC,0.613
PPP2R1B,CACNA2D1,0.65
PPP2R1B,CACNA2D3,0.65
PPP2R1B,CACNA1F,0.654
PPP2R1B,CACNB2,0.655
PPP2R1B,CACNB1,0.678
PPP2R1B,PPP3CA,0.738
PPP2R1B,SF3B1,0.78
PPP2R1B,PRKCB,0.9
PPP2R1B,DRD2,0.905
PPP2R1B,PRKCA,0.906
PPP2R1B,PPP2R5D,0.992
PPP2R1B,INTS1,0.995
PPP2R1B,PPP2R5C,0.998
PPP2R1B,PPP2R1A,0.999
EXOC3,STX1A,0.55
EXOC3,PRPF19,0.572
EXOC3,SNAP25,0.981
EXOC3,PKD1,0.557
EXOC3,VPS54,0.508
EXOC3,IL1R2,0.503
EXOC3,DNAJC5,0.539
EXOC3,STXBP1,0.565
EXOC3,DLG3,0.406
EXOC3,MYO7A,0.489
EXOC3,KIZ,0.435
EXOC3,GRIA1,0.443
EXOC3,GRIN2B,0.556
EXOC3,CLTCL1,0.624
EXOC3,EXOC5,0.999
RALGAPB,CTTNBP2,0.405
RALGAPB,PHF3,0.423
RALGAPB,MED13,0.406
RALGAPB,SYNGAP1,0.409
RALGAPB,SETD5,0.423
RALGAPB,ASH1L,0.424
RALGAPB,UBR5,0.426
RALGAPB,SCN2A,0.432
RALGAPB,CDKL5,0.441
RALGAPB,ARHGAP32,0.442
RALGAPB,CUL4B,0.457
RALGAPB,WDFY3,0.483
RALGAPB,NCKAP1,0.488
RALGAPB,TRIP12,0.5
RALGAPB,ZNF292,0.508
RALGAPB,MED13L,0.519
RALGAPB,CHD8,0.606
FLNA,STX1A,0.413
FLNA,LRP1,0.427
FLNA,ACTN4,0.595
FLNA,SLC6A8,0.502
FLNA,TNPO3,0.407
FLNA,SOD1,0.47
FLNA,PAK1,0.95
FLNA,ANK3,0.416
FLNA,GRIA2,0.473
FLNA,ABCE1,0.815
FLNA,NUDCD2,0.407
FLNA,ADRB2,0.479
FLNA,SNTG2,0.54
FLNA,PAK2,0.585
FLNA,FBN1,0.512
FLNA,KCND2,0.791
FLNA,TMLHE,0.584
FLNA,DYNC1H1,0.419
FLNA,ANK2,0.429
FLNA,NLGN3,0.4
FLNA,VCP,0.46
FLNA,MYLK,0.492
FLNA,DRD2,0.596
FLNA,DMD,0.771
FLNA,CAPZA2,0.484
FLNA,DLG4,0.406
FLNA,XPO1,0.414
FLNA,SHANK3,0.415
FLNA,CYFIP2,0.43
FLNA,AHNAK,0.434
FLNA,PPP1R9B,0.441
FLNA,DDX3X,0.447
FLNA,HNRNPU,0.449
FLNA,CTNNB1,0.453
FLNA,SPTAN1,0.536
FLNA,YWHAZ,0.538
FLNA,APBA2,0.566
FLNA,DRD3,0.586
FLNA,NOTCH1,0.587
FLNA,ITGA8,0.687
FLNA,ACTB,0.75
FLNA,TTN,0.753
FLNA,AR,0.839
FLNA,CAMK2B,0.901
FLNA,CAMK2A,0.906
FLNA,CMIP,0.907
FLNA,BRCA2,0.977
FLNA,ITGB3,0.994
FLNA,TLN2,0.996
EXOC5,SNAP25,0.674
EXOC5,TAOK1,0.448
EXOC5,MYO5C,0.404
EXOC5,PKD1,0.626
EXOC5,VPS54,0.535
EXOC5,STXBP5,0.412
EXOC5,IL1R2,0.406
EXOC5,STXBP1,0.558
EXOC5,RPS6KA3,0.519
EXOC5,UNC13A,0.406
EXOC5,CTNNB1,0.86
BAIAP2L1,SENP1,0.4
BAIAP2L1,SLITRK5,0.404
BAIAP2L1,ERBIN,0.409
BAIAP2L1,PIK3R2,0.409
BAIAP2L1,PAK1,0.41
BAIAP2L1,CYFIP1,0.411
BAIAP2L1,NCKAP1,0.421
BAIAP2L1,PAK2,0.426
BAIAP2L1,CDC42BPB,0.429
BAIAP2L1,BRD4,0.51
BAIAP2L1,MTSS2,0.538
BAIAP2L1,SHANK1,0.54
BAIAP2L1,ACTB,0.552
SENP1,NUP133,0.607
SENP1,HDAC4,0.636
SENP1,CBX4,0.426
SENP1,SAE1,0.897
SENP1,GRIK3,0.58
SENP1,TBX22,0.436
SENP1,CHD3,0.634
SENP1,ACTB,0.58
SENP1,GRIK2,0.616
SENP1,SENP6,0.655
SLITRK5,PIK3R2,0.4
SLITRK5,CDH9,0.414
SLITRK5,SLC1A1,0.431
SLITRK5,NTRK2,0.643
SLITRK5,PAK1,0.44
SLITRK5,PAK2,0.425
SLITRK5,DLGAP1,0.482
SLITRK5,ADGRL1,0.581
SLITRK5,NLGN3,0.402
SLITRK5,NTRK3,0.437
SLITRK5,NCKAP1,0.4
SLITRK5,NTNG1,0.564
SLITRK5,DLGAP3,0.937
SLITRK5,CYFIP1,0.401
SLITRK5,IL1RAPL1,0.411
SLITRK5,FHIT,0.411
SLITRK5,UNC5D,0.421
SLITRK5,ERBIN,0.439
SLITRK5,NLGN1,0.457
SLITRK5,NRXN1,0.489
SLITRK5,PTPRS,0.592
SLITRK5,NTRK1,0.627
SLITRK5,PTPRD,0.698
ERBIN,PIK3R2,0.406
ERBIN,PHF3,0.46
ERBIN,PAK1,0.466
ERBIN,NIPBL,0.535
ERBIN,ZFYVE9,0.838
ERBIN,ADRB2,0.491
ERBIN,CTNND2,0.787
ERBIN,BPTF,0.436
ERBIN,DST,0.847
ERBIN,PAK2,0.627
ERBIN,ADGRL1,0.552
ERBIN,SMAD4,0.423
ERBIN,WAC,0.489
ERBIN,NCKAP1,0.473
ERBIN,IQGAP3,0.565
ERBIN,BTRC,0.438
ERBIN,LRRC1,0.405
ERBIN,RIMS3,0.428
ERBIN,TRIP12,0.549
ERBIN,GRIP1,0.437
ERBIN,CTNND1,0.724
ERBIN,MYO9B,0.439
ERBIN,CYFIP1,0.439
ERBIN,TBL1X,0.44
ERBIN,GRIN2B,0.44
ERBIN,NTRK1,0.448
ERBIN,PTPN11,0.587
ERBIN,DLG4,0.698
ERBIN,CTNNB1,0.703
PIK3R2,FGF13,0.407
PIK3R2,NCKAP1,0.422
PIK3R2,ICA1,0.426
PIK3R2,CYFIP1,0.43
PIK3R2,ESR2,0.435
PIK3R2,LEP,0.452
PIK3R2,PAK2,0.454
PIK3R2,EP300,0.468
PIK3R2,PAK1,0.507
PIK3R2,TEK,0.604
PIK3R2,YWHAZ,0.605
PIK3R2,GNB2,0.659
PIK3R2,PLCD4,0.665
PIK3R2,SYNJ1,0.672
PIK3R2,PLCB1,0.693
PIK3R2,OCRL,0.703
PIK3R2,GNAI1,0.902
PIK3R2,PREX1,0.908
PIK3R2,THRA,0.917
PIK3R2,NTRK1,0.93
PIK3R2,FGFR1,0.948
PIK3R2,PTPN11,0.96
PIK3R2,PIK3CG,0.999
PAK1,CSNK2B,0.413
PAK1,ARHGAP30,0.414
PAK1,SH3RF1,0.415
PAK1,VCP,0.422
PAK1,DST,0.426
PAK1,NCKAP1,0.427
PAK1,SPTBN1,0.444
PAK1,IQGAP3,0.459
PAK1,CDC42BPB,0.464
PAK1,ARHGEF2,0.478
PAK1,CYFIP1,0.495
PAK1,SPTAN1,0.502
PAK1,CDC42BPA,0.508
PAK1,PLXNA4,0.52
PAK1,PLXNA3,0.52
PAK1,EPHB2,0.535
PAK1,CLTC,0.539
PAK1,EPHB1,0.542
PAK1,CTNND1,0.596
PAK1,DSCAM,0.608
PAK1,GNB2,0.615
PAK1,CTNNB1,0.695
PAK1,MYLK,0.83
PAK1,ROBO2,0.91
PAK1,PAK2,0.952
CYFIP1,AGO2,0.77
CYFIP1,NOVA2,0.436
CYFIP1,PCDH10,0.939
CYFIP1,MAP1B,0.721
CYFIP1,GRM5,0.566
CYFIP1,YWHAG,0.557
CYFIP1,GABRB3,0.48
CYFIP1,PAK2,0.461
CYFIP1,DLGAP1,0.495
CYFIP1,NCL,0.752
CYFIP1,KCND2,0.427
CYFIP1,NIPA1,0.979
CYFIP1,NIPA2,0.993
CYFIP1,PLCB1,0.403
CYFIP1,SMARCA4,0.458
CYFIP1,SHANK2,0.469
CYFIP1,NLGN3,0.473
CYFIP1,NCKAP1,0.999
CYFIP1,ARHGEF2,0.487
CYFIP1,DRD2,0.427
CYFIP1,FMR1,0.999
CYFIP1,HNRNPK,0.408
CYFIP1,SRGAP3,0.52
CYFIP1,WASF1,0.999
CYFIP1,YWHAZ,0.489
CYFIP1,NRXN1,0.635
CYFIP1,MBD5,0.433
CYFIP1,SLC25A12,0.442
CYFIP1,CTNNA3,0.512
CYFIP1,DISC1,0.611
CYFIP1,EIF4G1,0.464
CYFIP1,EIF4E,0.997
CYFIP1,NTRK1,0.414
CYFIP1,NXF1,0.434
CYFIP1,ATP10A,0.547
CYFIP1,WWOX,0.51
CYFIP1,GRIN2B,0.499
CYFIP1,GABRG3,0.498
CYFIP1,CYFIP2,0.975
CYFIP1,TUBGCP5,0.989
CYFIP1,SYNGAP1,0.462
CYFIP1,DLG4,0.471
CYFIP1,MAGEL2,0.507
CYFIP1,DOCK1,0.522
CYFIP1,ACTB,0.656
CYFIP1,UBE3A,0.688
CYFIP1,SHANK3,0.709
NCKAP1,PCDH10,0.879
NCKAP1,ASXL3,0.473
NCKAP1,MED13L,0.407
NCKAP1,WDFY3,0.403
NCKAP1,ARHGAP32,0.472
NCKAP1,PAK2,0.428
NCKAP1,DPYSL3,0.572
NCKAP1,FRYL,0.44
NCKAP1,CCDC91,0.425
NCKAP1,ZNF292,0.449
NCKAP1,OCRL,0.462
NCKAP1,ARHGAP5,0.465
NCKAP1,SCN2A,0.49
NCKAP1,TNRC6B,0.503
NCKAP1,PCDH11X,0.521
NCKAP1,SYNGAP1,0.525
NCKAP1,SRGAP3,0.528
NCKAP1,ADNP,0.543
NCKAP1,PCDH19,0.593
NCKAP1,ABL2,0.63
NCKAP1,ACTB,0.649
NCKAP1,DOCK1,0.739
NCKAP1,CYFIP2,0.999
NCKAP1,WASF1,0.999
PAK2,SRSF1,0.418
PAK2,PSMD11,0.48
PAK2,SH3RF1,0.57
PAK2,DST,0.491
PAK2,SH3RF3,0.545
PAK2,PSMC5,0.435
PAK2,ARHGAP30,0.417
PAK2,SPTBN1,0.418
PAK2,CDC42BPB,0.445
PAK2,FMR1,0.448
PAK2,IQGAP3,0.449
PAK2,PSMD6,0.45
PAK2,CAPZA2,0.453
PAK2,VCP,0.456
PAK2,PSMD12,0.464
PAK2,DOCK4,0.467
PAK2,DOCK1,0.474
PAK2,SPTAN1,0.486
PAK2,CDC42BPA,0.49
PAK2,PLXNA4,0.52
PAK2,EPHB2,0.523
PAK2,EPHB1,0.523
PAK2,PLXNA3,0.531
PAK2,CLTC,0.535
PAK2,CTNND1,0.537
PAK2,DLG3,0.57
PAK2,CTNNB1,0.609
PAK2,MYLK,0.766
PAK2,ROBO2,0.91
CDC42BPB,GRIA2,0.4
CDC42BPB,IQGAP3,0.449
CDC42BPB,GRIN2B,0.402
CDC42BPB,CEP290,0.426
CDC42BPB,GRIA1,0.431
CDC42BPB,CDC42BPA,0.719
BRD4,CDK13,0.566
BRD4,SUPT16H,0.723
BRD4,CSNK2A1,0.636
BRD4,TAF4,0.586
BRD4,H3-3B,0.995
BRD4,KDM6B,0.561
BRD4,SRSF1,0.677
BRD4,PHF3,0.448
BRD4,KMT2C,0.465
BRD4,YY1,0.591
BRD4,CREBBP,0.71
BRD4,SRCAP,0.509
BRD4,SETD1A,0.473
BRD4,EP300,0.988
BRD4,AHNAK,0.401
BRD4,SAE1,0.403
BRD4,UBE3A,0.407
BRD4,ZMIZ1,0.41
BRD4,TET2,0.41
BRD4,KDM4C,0.411
BRD4,NSD1,0.417
BRD4,FMR1,0.421
BRD4,NFIB,0.421
BRD4,ERG,0.424
BRD4,HUWE1,0.424
BRD4,DDX3X,0.425
BRD4,TRIM33,0.433
BRD4,PTPN11,0.434
BRD4,TCF20,0.437
BRD4,KMT2B,0.437
BRD4,KMT2D,0.442
BRD4,LARP1,0.443
BRD4,HDAC8,0.444
BRD4,KAT6B,0.446
BRD4,XPO1,0.448
BRD4,H4C3,0.454
BRD4,KDM3A,0.454
BRD4,H4C11,0.454
BRD4,H4C5,0.454
BRD4,CUL4B,0.462
BRD4,UBR5,0.464
BRD4,ZMYND11,0.464
BRD4,CBX1,0.465
BRD4,KDM3B,0.466
BRD4,MED13L,0.47
BRD4,KDM2B,0.471
BRD4,H2BC11,0.48
BRD4,RBBP5,0.481
BRD4,EHMT1,0.482
BRD4,U2AF2,0.491
BRD4,KDM5B,0.491
BRD4,ACTB,0.499
BRD4,YWHAE,0.505
BRD4,PHF8,0.51
BRD4,CCT4,0.513
BRD4,ABCE1,0.514
BRD4,HNRNPD,0.514
BRD4,LEO1,0.515
BRD4,CSDE1,0.519
BRD4,ARID1B,0.519
BRD4,CLTC,0.52
BRD4,SIN3A,0.524
BRD4,HCFC1,0.524
BRD4,MED13,0.527
BRD4,SETD5,0.528
BRD4,PHB,0.528
BRD4,ILF2,0.53
BRD4,MCM6,0.532
BRD4,MBD3,0.534
BRD4,MECP2,0.535
BRD4,ZC3H11A,0.537
BRD4,DDX23,0.54
BRD4,SMARCA1,0.543
BRD4,VCP,0.544
BRD4,HDAC4,0.554
BRD4,ASH1L,0.557
BRD4,GTF2I,0.561
BRD4,KAT6A,0.561
BRD4,ANKRD11,0.562
BRD4,CPSF7,0.563
BRD4,TRIP12,0.566
BRD4,SF3B1,0.571
BRD4,ADNP,0.571
BRD4,NCOR1,0.574
BRD4,CHD9,0.581
BRD4,HNRNPK,0.587
BRD4,CBX4,0.589
BRD4,SETDB1,0.589
BRD4,NCL,0.59
BRD4,SETD2,0.593
BRD4,KDM2A,0.596
BRD4,XRCC6,0.598
BRD4,CTNNB1,0.599
BRD4,KDM5C,0.599
BRD4,CHD2,0.602
BRD4,DHX9,0.606
BRD4,ZMYND8,0.612
BRD4,CTR9,0.612
BRD4,CSNK2B,0.613
BRD4,IKZF1,0.613
BRD4,SMC3,0.615
BRD4,PRKDC,0.632
BRD4,TOP2B,0.633
BRD4,RAD21,0.635
BRD4,TAF6,0.638
BRD4,SMARCA2,0.644
BRD4,NOTCH1,0.646
BRD4,CHD3,0.65
BRD4,SMARCC2,0.652
BRD4,RSF1,0.658
BRD4,DNMT3A,0.663
BRD4,KMT5B,0.667
BRD4,KDM6A,0.678
BRD4,BPTF,0.683
BRD4,TRRAP,0.685
BRD4,CHD1,0.689
BRD4,CUL3,0.69
BRD4,USP7,0.696
BRD4,KDM1B,0.7
BRD4,EIF4G1,0.71
BRD4,SSRP1,0.719
BRD4,CCNK,0.72
BRD4,CTCF,0.726
BRD4,TAF1,0.737
BRD4,CUL2,0.758
BRD4,EP400,0.758
BRD4,CDK8,0.765
BRD4,ASXL3,0.773
BRD4,ZNF532,0.793
BRD4,KDM1A,0.808
BRD4,MED23,0.818
BRD4,ARID1A,0.818
BRD4,ATRX,0.827
BRD4,SMC1A,0.855
BRD4,WDR5,0.86
BRD4,KMT2A,0.87
BRD4,DOT1L,0.873
BRD4,BICRA,0.927
BRD4,POLR2A,0.933
